 108.652  87.06  1.0 
 108.636  87.057  1.0 
 108.627  87.056  1.0 
 108.624  87.055  1.0 
 108.555  87.044  1.0 
 108.484  87.034  1.0 
 108.442  87.03  1.0 
 108.426  87.028  1.0 
 108.419  87.028  1.0 
 108.414  87.027  1.0 
 108.344  87.022  1.0 
 108.273  87.018  1.0 
 108.232  87.018  1.0 
 108.214  87.017  1.0 
 107.368  87.017  1.0 
 107.297  87.018  1.0 
 107.227  87.021  1.0 
 107.156  87.026  1.0 
 107.086  87.033  1.0 
 107.016  87.042  1.0 
 106.946  87.053  1.0 
 106.876  87.066  1.0 
 106.807  87.081  1.0 
 106.738  87.098  1.0 
 106.67  87.116  1.0 
 106.603  87.137  1.0 
 106.536  87.16  1.0 
 106.469  87.184  1.0 
 106.404  87.21  1.0 
 106.339  87.239  1.0 
 106.275  87.269  1.0 
 106.212  87.3  1.0 
 106.149  87.334  1.0 
 106.088  87.369  1.0 
 106.028  87.406  1.0 
 105.969  87.445  1.0 
 105.911  87.486  1.0 
 105.854  87.528  1.0 
 105.798  87.571  1.0 
 105.744  87.616  1.0 
 105.691  87.663  1.0 
 105.639  87.711  1.0 
 105.589  87.761  1.0 
 105.54  87.812  1.0 
 105.492  87.864  1.0 
 105.446  87.918  1.0 
 105.402  87.973  1.0 
 105.359  88.029  1.0 
 105.318  88.087  1.0 
 105.278  88.145  1.0 
 105.24  88.205  1.0 
 105.204  88.266  1.0 
 105.169  88.327  1.0 
 105.136  88.39  1.0 
 105.105  88.453  1.0 
 105.076  88.518  1.0 
 105.049  88.583  1.0 
 105.024  88.649  1.0 
 105.0  88.716  1.0 
 104.978  88.783  1.0 
 104.958  88.851  1.0 
 104.944  88.904  1.0 
 87.351  158.487  1.0 
 87.335  158.556  1.0 
 87.32  158.625  1.0 
 87.308  158.695  1.0 
 87.298  158.765  1.0 
 87.289  158.835  1.0 
 87.283  158.905  1.0 
 87.278  158.976  1.0 
 87.276  159.047  1.0 
 87.275  159.117  1.0 
 87.277  159.188  1.0 
 87.28  159.259  1.0 
 87.286  159.329  1.0 
 87.293  159.399  1.0 
 87.302  159.469  1.0 
 87.314  159.539  1.0 
 87.327  159.609  1.0 
 87.343  159.678  1.0 
 87.36  159.746  1.0 
 87.379  159.814  1.0 
 87.4  159.882  1.0 
 87.423  159.949  1.0 
 87.448  160.015  1.0 
 87.475  160.08  1.0 
 87.504  160.145  1.0 
 87.534  160.209  1.0 
 87.567  160.272  1.0 
 87.601  160.334  1.0 
 87.636  160.395  1.0 
 87.674  160.455  1.0 
 87.713  160.513  1.0 
 87.754  160.571  1.0 
 87.796  160.628  1.0 
 87.84  160.683  1.0 
 87.886  160.737  1.0 
 87.933  160.79  1.0 
 87.981  160.841  1.0 
 88.031  160.891  1.0 
 88.083  160.94  1.0 
 88.135  160.987  1.0 
 88.189  161.033  1.0 
 88.245  161.077  1.0 
 88.301  161.119  1.0 
 88.359  161.16  1.0 
 88.418  161.199  1.0 
 88.478  161.237  1.0 
 88.539  161.273  1.0 
 88.6  161.307  1.0 
 88.663  161.339  1.0 
 88.727  161.37  1.0 
 88.792  161.399  1.0 
 88.857  161.425  1.0 
 88.923  161.45  1.0 
 88.99  161.474  1.0 
 89.058  161.495  1.0 
 89.126  161.514  1.0 
 89.194  161.532  1.0 
 89.263  161.547  1.0 
 89.332  161.561  1.0 
 89.402  161.572  1.0 
 89.472  161.582  1.0 
 89.543  161.589  1.0 
 89.613  161.595  1.0 
 89.684  161.598  1.0 
 89.775  161.6  1.0 
 122.623  161.6  1.0 
 122.625  161.607  1.0 
 88.095  161.607  1.0 
 88.024  161.608  1.0 
 87.954  161.611  1.0 
 87.883  161.616  1.0 
 87.813  161.623  1.0 
 87.743  161.632  1.0 
 87.673  161.643  1.0 
 87.603  161.656  1.0 
 87.534  161.671  1.0 
 87.465  161.688  1.0 
 87.397  161.706  1.0 
 87.33  161.727  1.0 
 87.263  161.75  1.0 
 87.196  161.774  1.0 
 87.131  161.8  1.0 
 87.066  161.829  1.0 
 87.002  161.859  1.0 
 86.939  161.89  1.0 
 86.876  161.924  1.0 
 86.815  161.959  1.0 
 86.755  161.996  1.0 
 86.696  162.035  1.0 
 86.638  162.076  1.0 
 86.581  162.118  1.0 
 86.525  162.161  1.0 
 86.471  162.206  1.0 
 86.418  162.253  1.0 
 86.366  162.301  1.0 
 86.316  162.351  1.0 
 86.267  162.402  1.0 
 86.219  162.454  1.0 
 86.173  162.508  1.0 
 86.129  162.563  1.0 
 86.086  162.619  1.0 
 86.045  162.677  1.0 
 86.005  162.735  1.0 
 85.967  162.795  1.0 
 85.931  162.856  1.0 
 85.896  162.917  1.0 
 85.863  162.98  1.0 
 85.832  163.043  1.0 
 85.803  163.108  1.0 
 85.776  163.173  1.0 
 85.751  163.239  1.0 
 85.727  163.306  1.0 
 85.705  163.373  1.0 
 85.685  163.441  1.0 
 85.662  163.531  1.0 
 78.117  195.39  1.0 
 78.098  195.479  1.0 
 77.935  196.299  1.0 
 77.929  196.329  1.0 
 77.783  197.114  1.0 
 77.777  197.148  1.0 
 77.648  197.9  1.0 
 77.641  197.941  1.0 
 77.53  198.659  1.0 
 77.525  198.697  1.0 
 77.43  199.381  1.0 
 77.423  199.431  1.0 
 77.346  200.082  1.0 
 77.341  200.134  1.0 
 77.281  200.752  1.0 
 77.276  200.811  1.0 
 77.233  201.397  1.0 
 77.229  201.462  1.0 
 77.203  202.014  1.0 
 77.2  202.094  1.0 
 77.192  202.615  1.0 
 77.192  202.698  1.0 
 77.204  203.372  1.0 
 77.208  203.472  1.0 
 77.247  204.145  1.0 
 77.254  204.237  1.0 
 77.318  204.909  1.0 
 77.33  205.008  1.0 
 77.421  205.679  1.0 
 77.434  205.765  1.0 
 77.549  206.436  1.0 
 77.567  206.532  1.0 
 77.709  207.202  1.0 
 77.729  207.288  1.0 
 77.896  207.959  1.0 
 77.919  208.045  1.0 
 78.112  208.717  1.0 
 78.138  208.801  1.0 
 78.357  209.474  1.0 
 78.384  209.553  1.0 
 78.629  210.228  1.0 
 78.654  210.294  1.0 
 78.681  210.359  1.0 
 78.71  210.425  1.0 
 79.003  211.058  1.0 
 79.034  211.122  1.0 
 79.066  211.185  1.0 
 79.1  211.247  1.0 
 79.136  211.308  1.0 
 79.174  211.367  1.0 
 79.203  211.411  1.0 
 79.588  211.979  1.0 
 79.628  212.037  1.0 
 79.67  212.093  1.0 
 79.714  212.149  1.0 
 79.759  212.203  1.0 
 79.806  212.256  1.0 
 79.845  212.298  1.0 
 80.323  212.801  1.0 
 80.372  212.852  1.0 
 80.423  212.901  1.0 
 80.475  212.949  1.0 
 80.529  212.995  1.0 
 80.584  213.039  1.0 
 80.616  213.064  1.0 
 81.187  213.501  1.0 
 81.243  213.543  1.0 
 81.301  213.584  1.0 
 81.36  213.623  1.0 
 81.42  213.66  1.0 
 81.487  213.698  1.0 
 82.151  214.069  1.0 
 82.213  214.103  1.0 
 82.276  214.135  1.0 
 82.34  214.165  1.0 
 82.405  214.193  1.0 
 82.439  214.207  1.0 
 83.197  214.511  1.0 
 83.263  214.537  1.0 
 83.33  214.56  1.0 
 83.397  214.582  1.0 
 83.454  214.598  1.0 
 84.304  214.836  1.0 
 84.372  214.855  1.0 
 84.441  214.871  1.0 
 84.535  214.89  1.0 
 85.48  215.06  1.0 
 85.55  215.071  1.0 
 85.62  215.081  1.0 
 85.676  215.087  1.0 
 86.715  215.19  1.0 
 86.786  215.196  1.0 
 86.887  215.201  1.0 
 88.02  215.235  1.0 
 88.095  215.236  1.0 
 88.098  215.236  1.0 
 88.098  215.242  1.0 
 62.096  215.242  1.0 
 62.096  215.236  1.0 
 62.099  215.236  1.0 
 62.178  215.235  1.0 
 62.844  215.214  1.0 
 62.914  215.211  1.0 
 63.011  215.203  1.0 
 63.659  215.139  1.0 
 63.729  215.131  1.0 
 63.832  215.116  1.0 
 64.461  215.009  1.0 
 64.531  214.996  1.0 
 64.634  214.973  1.0 
 65.245  214.824  1.0 
 65.314  214.806  1.0 
 65.382  214.786  1.0 
 65.419  214.775  1.0 
 66.012  214.584  1.0 
 66.079  214.561  1.0 
 66.146  214.536  1.0 
 66.183  214.522  1.0 
 66.759  214.289  1.0 
 66.825  214.261  1.0 
 66.889  214.232  1.0 
 66.922  214.216  1.0 
 67.481  213.942  1.0 
 67.544  213.91  1.0 
 67.606  213.876  1.0 
 67.638  213.858  1.0 
 68.181  213.542  1.0 
 68.242  213.505  1.0 
 68.324  213.452  1.0 
 68.852  213.095  1.0 
 68.91  213.055  1.0 
 68.988  212.996  1.0 
 69.499  212.598  1.0 
 69.554  212.554  1.0 
 69.608  212.508  1.0 
 69.654  212.468  1.0 
 70.141  212.021  1.0 
 70.192  211.972  1.0 
 70.242  211.922  1.0 
 70.311  211.848  1.0 
 70.764  211.343  1.0 
 70.81  211.29  1.0 
 70.855  211.235  1.0 
 70.91  211.165  1.0 
 71.329  210.601  1.0 
 71.37  210.544  1.0 
 71.41  210.485  1.0 
 71.447  210.427  1.0 
 71.833  209.804  1.0 
 71.87  209.743  1.0 
 71.904  209.681  1.0 
 71.929  209.635  1.0 
 72.281  208.954  1.0 
 72.312  208.891  1.0 
 72.342  208.827  1.0 
 72.357  208.793  1.0 
 72.675  208.053  1.0 
 72.702  207.988  1.0 
 72.732  207.908  1.0 
 73.018  207.108  1.0 
 73.041  207.041  1.0 
 73.062  206.973  1.0 
 73.315  206.115  1.0 
 73.334  206.047  1.0 
 73.348  205.99  1.0 
 73.568  205.071  1.0 
 73.584  205.002  1.0 
 73.592  204.961  1.0 
 73.765  204.062  1.0 
 106.092  77.227  1.0 
 114.798  74.333  1.0 
 145.986  204.094  1.0 
 146.004  204.163  1.0 
 146.023  204.231  1.0 
 146.044  204.298  1.0 
 146.063  204.352  1.0 
 146.413  205.33  1.0 
 146.444  205.413  1.0 
 146.81  206.332  1.0 
 146.848  206.421  1.0 
 147.229  207.28  1.0 
 147.258  207.344  1.0 
 147.274  207.376  1.0 
 147.67  208.175  1.0 
 147.702  208.238  1.0 
 147.724  208.279  1.0 
 148.135  209.019  1.0 
 148.171  209.08  1.0 
 148.201  209.129  1.0 
 148.627  209.811  1.0 
 148.665  209.871  1.0 
 148.706  209.931  1.0 
 149.146  210.553  1.0 
 149.188  210.61  1.0 
 149.243  210.681  1.0 
 149.699  211.245  1.0 
 149.744  211.299  1.0 
 149.815  211.378  1.0 
 150.286  211.883  1.0 
 150.335  211.934  1.0 
 150.385  211.984  1.0 
 150.42  212.016  1.0 
 150.906  212.464  1.0 
 150.958  212.511  1.0 
 151.012  212.557  1.0 
 151.068  212.601  1.0 
 151.581  212.999  1.0 
 151.637  213.042  1.0 
 151.716  213.097  1.0 
 152.246  213.454  1.0 
 152.306  213.493  1.0 
 152.395  213.547  1.0 
 152.942  213.862  1.0 
 153.004  213.897  1.0 
 153.094  213.943  1.0 
 153.658  214.218  1.0 
 153.722  214.248  1.0 
 153.787  214.276  1.0 
 153.825  214.292  1.0 
 154.407  214.525  1.0 
 154.473  214.55  1.0 
 154.54  214.574  1.0 
 154.575  214.585  1.0 
 155.173  214.776  1.0 
 155.241  214.797  1.0 
 155.309  214.816  1.0 
 155.35  214.826  1.0 
 155.966  214.974  1.0 
 156.035  214.989  1.0 
 156.133  215.008  1.0 
 156.766  215.115  1.0 
 156.836  215.126  1.0 
 156.938  215.138  1.0 
 157.588  215.202  1.0 
 157.658  215.208  1.0 
 157.754  215.213  1.0 
 158.421  215.234  1.0 
 158.5  215.235  1.0 
 158.503  215.235  1.0 
