 108.652  87.06  4.0 
 108.636  87.057  4.0 
 108.627  87.056  4.0 
 108.624  87.055  4.0 
 108.555  87.044  4.0 
 108.484  87.034  4.0 
 108.442  87.03  4.0 
 108.426  87.028  4.0 
 108.419  87.028  4.0 
 108.414  87.027  4.0 
 108.344  87.022  4.0 
 108.273  87.018  4.0 
 108.232  87.018  4.0 
 108.214  87.017  4.0 
 107.368  87.017  4.0 
 107.297  87.018  4.0 
 107.227  87.021  4.0 
 107.156  87.026  4.0 
 107.086  87.033  4.0 
 107.016  87.042  4.0 
 106.946  87.053  4.0 
 106.876  87.066  4.0 
 106.807  87.081  4.0 
 106.738  87.098  4.0 
 106.67  87.116  4.0 
 106.603  87.137  4.0 
 106.536  87.16  4.0 
 106.469  87.184  4.0 
 106.404  87.21  4.0 
 106.339  87.239  4.0 
 106.275  87.269  4.0 
 106.212  87.3  4.0 
 106.149  87.334  4.0 
 106.088  87.369  4.0 
 106.028  87.406  4.0 
 105.969  87.445  4.0 
 105.911  87.486  4.0 
 105.854  87.528  4.0 
 105.798  87.571  4.0 
 105.744  87.616  4.0 
 105.691  87.663  4.0 
 105.639  87.711  4.0 
 105.589  87.761  4.0 
 105.54  87.812  4.0 
 105.492  87.864  4.0 
 105.446  87.918  4.0 
 105.402  87.973  4.0 
 105.359  88.029  4.0 
 105.318  88.087  4.0 
 105.278  88.145  4.0 
 105.24  88.205  4.0 
 105.204  88.266  4.0 
 105.169  88.327  4.0 
 105.136  88.39  4.0 
 105.105  88.453  4.0 
 105.076  88.518  4.0 
 105.049  88.583  4.0 
 105.024  88.649  4.0 
 105.0  88.716  4.0 
 104.978  88.783  4.0 
 104.958  88.851  4.0 
 104.944  88.904  4.0 
 87.351  158.487  4.0 
 87.335  158.556  4.0 
 87.32  158.625  4.0 
 87.308  158.695  4.0 
 87.298  158.765  4.0 
 87.289  158.835  4.0 
 87.283  158.905  4.0 
 87.278  158.976  4.0 
 87.276  159.047  4.0 
 87.275  159.117  4.0 
 87.277  159.188  4.0 
 87.28  159.259  4.0 
 87.286  159.329  4.0 
 87.293  159.399  4.0 
 87.302  159.469  4.0 
 87.314  159.539  4.0 
 87.327  159.609  4.0 
 87.343  159.678  4.0 
 87.36  159.746  4.0 
 87.379  159.814  4.0 
 87.4  159.882  4.0 
 87.423  159.949  4.0 
 87.448  160.015  4.0 
 87.475  160.08  4.0 
 87.504  160.145  4.0 
 87.534  160.209  4.0 
 87.567  160.272  4.0 
 87.601  160.334  4.0 
 87.636  160.395  4.0 
 87.674  160.455  4.0 
 87.713  160.513  4.0 
 87.754  160.571  4.0 
 87.796  160.628  4.0 
 87.84  160.683  4.0 
 87.886  160.737  4.0 
 87.933  160.79  4.0 
 87.981  160.841  4.0 
 88.031  160.891  4.0 
 88.083  160.94  4.0 
 88.135  160.987  4.0 
 88.189  161.033  4.0 
 88.245  161.077  4.0 
 88.301  161.119  4.0 
 88.359  161.16  4.0 
 88.418  161.199  4.0 
 88.478  161.237  4.0 
 88.539  161.273  4.0 
 88.6  161.307  4.0 
 88.663  161.339  4.0 
 88.727  161.37  4.0 
 88.792  161.399  4.0 
 88.857  161.425  4.0 
 88.923  161.45  4.0 
 88.99  161.474  4.0 
 89.058  161.495  4.0 
 89.126  161.514  4.0 
 89.194  161.532  4.0 
 89.263  161.547  4.0 
 89.332  161.561  4.0 
 89.402  161.572  4.0 
 89.472  161.582  4.0 
 89.543  161.589  4.0 
 89.613  161.595  4.0 
 89.684  161.598  4.0 
 89.775  161.6  4.0 
 122.623  161.6  4.0 
 122.625  161.607  4.0 
 88.095  161.607  4.0 
 88.024  161.608  4.0 
 87.954  161.611  4.0 
 87.883  161.616  4.0 
 87.813  161.623  4.0 
 87.743  161.632  4.0 
 87.673  161.643  4.0 
 87.603  161.656  4.0 
 87.534  161.671  4.0 
 87.465  161.688  4.0 
 87.397  161.706  4.0 
 87.33  161.727  4.0 
 87.263  161.75  4.0 
 87.196  161.774  4.0 
 87.131  161.8  4.0 
 87.066  161.829  4.0 
 87.002  161.859  4.0 
 86.939  161.89  4.0 
 86.876  161.924  4.0 
 86.815  161.959  4.0 
 86.755  161.996  4.0 
 86.696  162.035  4.0 
 86.638  162.076  4.0 
 86.581  162.118  4.0 
 86.525  162.161  4.0 
 86.471  162.206  4.0 
 86.418  162.253  4.0 
 86.366  162.301  4.0 
 86.316  162.351  4.0 
 86.267  162.402  4.0 
 86.219  162.454  4.0 
 86.173  162.508  4.0 
 86.129  162.563  4.0 
 86.086  162.619  4.0 
 86.045  162.677  4.0 
 86.005  162.735  4.0 
 85.967  162.795  4.0 
 85.931  162.856  4.0 
 85.896  162.917  4.0 
 85.863  162.98  4.0 
